[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,34,1OUKSmmu2X0bqRc4fGLupa,Pretty Girls (the Mover) - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,33,4Pb5IZg9BLdJaVoCSMqhAb,I Still Love You Julie - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,33,5yGFHf3WJOqjaoqHuMVB45,High Pressure Low - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,33,5b4qdkHzDBxNdmDlPEmZTj,Don’t Lose Touch - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,32,0S8eEf1idkFPlCdT2dKvS1,Miami - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,32,1PxleLcuZob3j6YSLJedUW,White Crosses - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,31,0ZHWVfBwD4BsytsT0s2pg2,Osama Bin Laden as the Crucified Christ - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,31,67mEbCqHYlumT4q1wgeJvI,How Low - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,33,42ycklVCXSidXlILOBeVqS,Thrash Unreal - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,31,6TB8NSVqYkbR7jtxIqbjGA,The Ocean - Live
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,31,49uFo3Oci3jW7roV8xlOBZ,"Sink, Florida, Sink - Live"
[u'Against Me!'],transgender,23zUN53gQT0inNri0vgEBD,Against Me! - Transgender Dysphoria Blues,128418514,31,2LyaRVXqFP66oyJH33T6zU,We Laugh At Danger and Break All the Rules - Live
