"artists","keyword","playlist_id","playlist_name","playlist_owner","popularity","track_id","track_name"
"[u'He Is We', u'Owl City']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,61,1gArc4n4WE86e3dPdgvDAB,All About Us
[u'Chantal Kreviazuk'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,50,5cevh91ATYBb4TXkvYiUm0,Feels Like Home
[u'5 Seconds of Summer'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,74,1JCCdiru7fhstOIF4N7WJC,Amnesia
[u'Fall Out Boy'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,74,1N1JEeVv5TO2wQpk7vGVLs,Centuries
[u'Sam Smith'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,66,4cdv3CQkDVZzZOKm0kaaZu,Stay With Me
[u'Sam Smith'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,65,6o6BDZSsiWPL8e3k2VvetD,Leave Your Lover
[u'Sam Smith'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,69,6pm60Fv613rRWDDWf8SH3y,Lay Me Down
[u'Hozier'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,89,7dS5EaCoMnN7DzlpT6aRn2,Take Me To Church
[u'Hozier'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,77,4Vc3bzFxXdrABa2DxgyCMT,Work Song
"[u'Calvin Harris', u'Ellie Goulding']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,88,7MmG8p0F9N3C4AXdK6o6Eb,Outside
"[u'Ariana Grande', u'The Weeknd']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,80,1aKsg5b9sOngINaQXbB0P7,Love Me Harder
[u'Ed Sheeran'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,96,34gCuhDGsG4bRPIf9bb02f,Thinking Out Loud
[u'Macy Gray'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,63,4zwNvRu0Shp7F4OBbFruff,First Time
"[u'Eminem', u'Nate Dogg']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,4xkOaSrkexMciUUogZKVTS,'Till I Collapse
"[u'Susie Suh', u'Robot Koch']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,67,6IF2P93LkyW4GqDQu1yS7H,Here with Me
[u'Sam Hunt'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,72,0YQcktqICwSWzlS4P4jzOz,Ex To See
[u'Selena Gomez'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,76,2dRvMEW4EwySxRUtEamSfG,The Heart Wants What It Wants
[u'WALK THE MOON'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,95,4kbj5MwxO1bq9wjT5g9HaA,Shut up and Dance
"[u'David Guetta', u'Sam Martin']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,69,2w2lfwoTELQyN940qM7Nfd,Dangerous (feat. Sam Martin)
[u'Carrie Underwood'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,71,10RQKVSr4rS0coExTmi4dF,Something in the Water
[u'Ed Sheeran'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,97,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph
[u'Ed Sheeran'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,12B0Twa9kRz45Xw2PgXHJm,Afire Love
[u'Ed Sheeran'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,86,5pY3ovFxbvAg7reGZjJQSp,I See Fire
[u'Damien Rice'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,66,5GZEeowhvSieFDiR8fQ2im,9 Crimes
[u'Ray LaMontagne'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,0rdkQgKx8gNyOeZogIhGec,Hold You In My Arms
[u'Cam'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,50,1CNbibJvCxu7ZKm0EXbqBw,Down This Road
[u'RaeLynn'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,65,5y1ojCNp0g9IU7tmsrXPQk,God Made Girls
"[u'Mark Ronson', u'Bruno Mars']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,95,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk
[u'Ellie Goulding'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,91,7y2YUIyCuVhBidENVT0068,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
"[u'Meghan Trainor', u'John Legend']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,86,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You
"[u'Chris Brown', u'Ludacris']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,60,6c4w7qJd1gTmr90spDfUyM,Wet The Bed
"[u'Pitbull', u'Ne-Yo']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,90,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives
[u'Sam Hunt'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,81,6DEaND0SHv3sC11xobZLiy,Take Your Time
[u'Sheppard'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,75,21Go4aMyLGP40ANI3TU0Fn,Geronimo
[u'Sofia Reyes'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,75,2WelLQYO7g6rn7tce4KhyJ,Muevelo - feat. Wisin
[u'Ariana Grande'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,82,7xoUc6faLbCqZO6fQEYprd,One Last Time
[u'Kelly Clarkson'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,42,15P4Osep3FIiZvDoccy1HK,Piece By Piece
[u'Kip Moore'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,69,1Oe4iHSl5mLQ0YHnzQ4eRA,I'm To Blame
"[u'Rihanna', u'Kanye West', u'Paul McCartney']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,87,5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds
[u'Mr. Probz'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,02DoXNeIVYvONhTk1fGQrz,Nothing Really Matters - Afrojack Remix Radio Edit
[u'Flo Rida'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,56,1pdXNiUyh8qCNpIfEdqvHU,Once In A Lifetime
[u'Chuck Wicks'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,48,0Pvbr31U9bjdvUUNGNFnQJ,Stealing Cinderella
[u'Steven Curtis Chapman'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,57,1oj4KLsbYhvfHFnhdb3twP,Cinderella
[u'Brad Paisley'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,50,1LONTBZZRxDVx4wEvdcCLd,He Didn't Have to Be
[u'Luke Bryan'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,64,7A5CReD6yWe0rrkJym34QI,Do I
[u'Chris Young'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,59,5pemEFax3jfocz4FGHa3UC,Voices
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,34Vn9nKfztyLco9lJazy4j,I'm Already There
[u'Darryl Worley'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,44,0qnoS5hMZMphvKWi0D2LQh,I Miss My Friend
[u'Joe Nichols'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,44,1L6rE8LIa9G6xl03hdihVh,I'll Wait For You
[u'Brett Eldredge'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,51,57HtzzBS9GmFzrpxTkfsWr,Raymond
[u'Five Finger Death Punch'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,69,7nErzYSlYWbf9oetHig5DZ,Wrong Side Of Heaven
[u'Five Finger Death Punch'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,66,0uViGnp3wToB4GpsGYC0FW,Coming Down
[u'Five Finger Death Punch'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,2UeICVeCeVVXEdLHOfXEal,Remember Everything
[u'Five Finger Death Punch'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,56,7dmXD9P68MmRuAY8BA3x42,Far From Home
[u'Carrie Underwood'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,75,4lnnde7PnrXR3pUzQKBe6X,Little Toy Guns
[u'SafetySuit'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,57,0Zxgbt8MzrgjHnXQT4C2kt,Never Stop
[u'Matchbox Twenty'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,56,2toY6JyyfKy9TwNk3Ou2XG,She's So Mean
[u'The Verve Pipe'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,62,21jEuMn2lf37715rwjow2M,The Freshmen
[u'Sam Smith'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,4iOoHmJJiqyTxsXSa5uELv,Like I Can
[u'Big & Rich'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,42,6WacAQkSA7QkEPnxse7WWw,Lost In This Moment
[u'Big & Rich'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,63,36vHC0fHnFd1m7bLKJP8mD,Look at You
[u'Samuel E. Wright'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,5yxwEIMUMv9re3fsVDIZ9A,Kiss The Girl
[u'Judy Kuhn'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,57,2Sovh03ENcoG1RYGK2MPPo,"Just Around The Riverbend - From ""Pocahontas"""
[u'Grace Potter'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,42,1pL4TUECT43UiVynGyg9lG,Something That I Want
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,18,26bU3evxcKShxn6YB87PL7,My Front Porch Looking In
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,16,4O2rNw1EvjcwiPCIp9ntZz,Mr. Mom
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,44,5hPZdsAI8Jo0mhq5J829Tb,Not A Day Goes By
[u'Montgomery Gentry'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,52,4D8uIY6Wzj7dJDaw0dW0UF,Something to Be Proud Of
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,20,0IBOeJ70qf1l7CjSslj0FT,Amazed
[u'Lonestar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,29,7axLYX9Wt5cqw2CsMNtGRn,If It Wasn't for You
"[u'Wiz Khalifa', u'Charlie Puth']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,97,7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth)
"[u'Tim McGraw', u'Faith Hill']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,52,18wDkct4lkK046D6gcCASs,I Need You
"[u'David Guetta', u'Bebe Rexha', u'Afrojack', u'Nicki Minaj']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,84,5b2bu6yyATC1zMXDGScJ2d,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
[u'Rihanna'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,86,0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money
[u'OMI'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,91,2XPc8gL9PwxGURQFcFaDJR,Cheerleader - Felix Jaehn Remix Radio Edit
"[u'Shaggy', u'Rayvon']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,67,2W31oMmNa2wHNyavreExkH,Angel
[u'Alicia Keys'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,76,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You
[u'Rascal Flatts'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,48,5MMFnFgtjGY3p8GfJF3KGQ,Why
[u'Zac Brown Band'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,59,7J06GPr8b6A0zRHTZhah6s,Highway 20 Ride
[u'Rachel Platten'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,67,2h1L35fJnEzxe2lAxmrvkC,Fight Song
[u'Parachute'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,64,2Dz5WpEWA0vhnMmEPYiZ2y,She Is Love
[u'Parachute'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,61,72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly
[u'Parachute'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,3NCg46FWgnANZc9HQHQOQR,Forever And Always
[u'Parachute'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,54,0mMDzkY9QWSxPfICwe2P7s,Crave
[u'Parachute'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,51,5kzrQy4whV7y9Amu8wKRax,What I Know
[u'T-Wayne'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,88,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle
[u'Heartland'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,0fZq48okuWkpAgjsWogAJ4,I Loved Her First
[u'The Script'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,58,4IACOiO4fczuCkYFdYxDGu,Six Degrees of Separation
[u'Little Big Town'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,62,7hKpnp7A7bjiZEyywa5Qn4,Girl Crush
[u'Hunter Hayes'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,80,4amvcCLMlTiU6mQfwFGRl8,21
[u'Macklemore & Ryan Lewis'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,61,2rLcR01HB0ScBAsgxX4Z62,Irish Celebration
[u'Buck-O-Nine'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,37,0AdDummqsyHaWshOa1gQuQ,Irish Drinking Song
[u'Tonic'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,22,5px0UgX8sLyuiQOoOxrwiW,Irish
[u'O.A.R.'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,37,7DJowgN9wULlM2CWxIzGKr,Irish Rose
[u'Michele McLaughlin'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,34,5VfaCxqdQ6nwnnRNLOUnCD,Irish Rain
[u'The Irish Rovers'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,53,5Su5ILFp6U83cnIXwfmlC5,Drunken Sailor
"[u'Lil Dicky', u'Brendon Urie']",lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,74,0NBiC3zLXoBQXBjsbnbwJq,Molly (feat. Brendon Urie of Panic at the Disco)
[u'Silento'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,90,5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae)
[u'James Bay'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,75,13HVjjWUZFaWilh2QUJKsP,Let It Go
[u'James Bay'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,7tmtOEDxPN7CWaQWBsG1DY,Hold Back The River
[u'Phil Vassar'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,41,3XOFkS6Fvi3IqBTq4i73Xa,Love Is A Beautiful Thing
[u'Collin Raye'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,49,5cCLKP66G2PJEorzYQVXHR,"Love, Me"
[u'Collin Raye'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,42,6NrUzuNell8qCfuNoSgey4,I Can Still Feel You
[u'Tori Kelly'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,79,5Llo0YjyWmLc7LJd4DLljJ,Should’ve Been Us
[u'Jessie J'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,78,4rkUEE5iTzG0szS8k8QzqR,"Flashlight - From ""Pitch Perfect 2"" Soundtrack"
[u'Tracy Lawrence'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,59,2kZZq09uK0oR9wwYJvgacb,Paint Me a Birmingham
[u'Billy Dean'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,39,1QvCbkLDuF7yX7gIUDJUmp,Let Them Be Little
[u'Evanescence'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,19,72iNjNcripCtyG8AZEPVBo,My Immortal
[u'Jessica Andrews'],lesbian,654XrWG0Op9U6ZCpvmhcAn,Lesbian Love,1266979815,49,3tEYaYV2rrsAcL6AcPxetH,Who I Am
[u'Sassy J'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,48,0boYrny2uIGfcjoJmggycQ,Your Lips Are Moving
[u'Freddy Kalas'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,72,6iq4MrQ7pLZYQlVoYMygP5,Pinne for Landet
"[u'Kygo', u'Conrad Sewell']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,94,2sNvitW3TxiTeC9xT9f2ZZ,Firestone
[u'Avicii'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,78,0ct6r3EGTcMLPtrXHDvVjc,The Nights
"[u'Nicki Minaj', u'Skylar Grey']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,63,4GaKKWwNuCGg4N1qQUCebv,Bed Of Lies
[u'Vigiland'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,76,3zYqHQ4tu4pB2acp9Lltnz,UFO
"[u'Calvin Harris', u'Ellie Goulding']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,88,7MmG8p0F9N3C4AXdK6o6Eb,Outside
"[u'David Guetta', u'Sam Martin']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,81,7pqgMEKsDMOHUdFQ7n0N9K,Dangerous (feat. Sam Martin)
"[u'Pitbull', u'Ne-Yo']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,90,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives
[u'G.R.L.'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,74,3qqho4PnTn3zlMPBzWhFFD,Ugly Heart
[u'Alesso'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,82,0VYQK5I08homNvX8SRS37R,Heroes (we could be)
"[u'Broiler', u'Anna Bergendahl']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,59,7y9me4zUvv1aVCmPW30HRu,For You
[u'Lukas Graham'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,69,4MqNGO9uCTBIn9konDB36T,Mama Said
"[u'Calvin Harris', u'John Newman']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,87,07nH4ifBxUB4lZcsf44Brn,Blame
"[u'Robin Schulz', u'Jasmine Thompson']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,80,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix
[u'Echosmith'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,84,13P5rwmk2EsoFRIz9UCeh9,Cool Kids
[u'The Script'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,79,37sINbJZcFdHFAsVNsPq1i,Superheroes
"[u'Jessie J', u'Ariana Grande', u'Nicki Minaj']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,83,3SaIsrEzrQGDcG1jCeaK8q,Bang Bang
[u'Milky Chance'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,73,6vZdRrueM9ZEJjx6EWe1XQ,Stolen Dance
"[u'Ariana Grande', u'Zedd']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,80,1T7Htpf1kEvU9Adf8J0ekk,Break Free
"[u'Contiez', u'Treyy G']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,60,6w2A10HCO5nhBCaNLk4aS2,Trumpsta - Djuro Remix
[u'MAGIC!'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,79,3tCwjWLicbjsMCvXhN0WOE,Rude
"[u'A Great Big World', u'Christina Aguilera']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,70,78TKtlSLWK8pZAKKW3MyQL,Say Something
[u'God-des & She'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,26,17uR24gQwClN8kA1XMZBP9,Lick It
[u'Another Level'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,32,7F2dH8EySOYt3WbLKY9fmF,Freak Me
[u'The Pussycat Dolls'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,38,40NZwVKGwyEkoryXZMYmqj,Hush Hush - Original Version
[u'Train'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,74,0KpfYajJVVGgQ32Dby7e9i,"Hey, Soul Sister"
[u'Ron Pope'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,72,5JDcQAztvZTIkrWoZihgvC,A Drop In The Ocean
[u'Bruno Mars'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,75,47Slg6LuqLaX0VodpSCvPt,Just The Way You Are
[u'OMI'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,93,6fQcqEcXfnY0L6VwS0c3gT,Cheerleader - Felix Jaehn Remix Radio Edit
[u'C\xe9line Dion'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,45,3KIvKFYE2vsvIhOc1rq4lp,Taking Chances
[u'ZL-Project'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,53,4K4pfPu7Dqb0xG7PAEJQoE,He-Man 2015
[u'Staysman & Lazz'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,62,1gWZT1EMSkqsjoMhBSeegs,En godt stekt pizza
[u'Staysman & Lazz'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,59,2e5fLzf0ax8GuI3OywCGTb,Kaptein Morgan
"[u'Robin og Bugge', u'Freddy Genius']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,52,5mysGjgt8UTsERQ8mWG3TT,Bongo Drum (feat.Freddy Genius)
[u'Robin og Bugge'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,45,2EnufZrYhi9vf2okKJF3Bp,Elak Elak
[u'Cir.Cuz'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,46,0QtJxtBf6mSszHhF0yv3XY,Radio
[u'Herrel\xf8se'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,43,3JOYV0vx0b7w51yeIddhSR,Dårlige Vaner feat. OnklP
"[u'Erik Og Kriss', u'Nik & Jay']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,40,6w9kBpPXzy0URULrs0FfVK,My City
"[u'Rihanna', u'Kanye West', u'Paul McCartney']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,87,5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds
"[u'Matoma', u'The Notorious B.I.G.', u'Ralph Tresvant', u'Ja Rule']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,86,6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back (feat. Ja Rule and Ralph Tresvant)
[u'Staut'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,52,5hG52dcLYbWs5SeXwvzJyX,Sjå Sole
[u'Staut'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,41,6MpLCYvQ22VLg9zrQ46YST,"Elle Melle, Papirboblepeng"
[u'Bebe Rexha'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,75,5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy
[u'Lonestar'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,15,543SmHjxUlUUs1xJ5di9Sq,Amazed - AC Mix
[u'Dope'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,63,5bU4KX47KqtDKKaLM4QCzh,Die MF Die
"[u'Wiz Khalifa', u'Charlie Puth']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,97,7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth)
"[u'Kygo', u'Parson James']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,96,4iZPNYqzI2L0uwuUKun7Aa,Stole the Show
[u'Lost Frequencies'],lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,84,477daPpd3DnneaHhvjM35l,Are You with Me - Radio Edit
"[u'Madcon', u'Ray Dalton']",lesbian,62NzRWuoW0pr32bSA8U500,Lesbian on weels,marioncharlene,81,2Wf0uMfCpwLO1B2Up3NbXH,Don't Worry
